CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV)
RUWWOW01,5.03981,848.431,3.3211769916,5.0251195993,3.9287844331,-1.6125443225235034,3.037995
SALLAT,4.08142,99.0757,0.6180460952,2.9633502787,2.8507246357,-4.333494187348904,3.34985
LOXWAY,5.69577,753.074,0.5844595171,3.4464715302,3.1444868247,-4.368245841670114,0.2233649999999999
REYBAA,4.19945,158.552,0.8241940521000001,2.986595232,2.1886959106,-4.035181946170189,1.0169700000000002
SOTXAC,6.12649,1853.68273,3.4092484007,9.7958576703,6.6074451878,-3.003691075108689,3.229281
VONBIK,4.80212,294.718,0.7842519759000001,3.1046331699,2.3400173939,-4.134296839959703,2.484721
WEMFIF,4.85948,1867.55,1.8080843651,6.187005396,4.5917290266,-2.297092346479587,3.128928
LAGNEO,5.27906,1584.48,7.1643527776,10.0992466307,7.6848422037,-0.3619632439868878,2.454337
BADHIA,4.01973,23.3176,0.3741685595,4.2468958031,2.8999655585,-4.569525035642598,3.012852
SUNJIV,4.8915500000000005,1272.83,4.6004161242,7.0536128068,6.0764830699,-1.5540830305556668,2.367085
VEHPUU,6.28215,952.46,0.143211168,3.8923880066,3.2177284345,-5.027894402614416,0.739015
VURYOX,6.57096,930.797,0.1241527779,3.7070655367,3.0993342352,-5.089091849169557,0.250806
CEDFIC,5.4924,1645.97,2.9849344023,8.286783592799999,6.2586790999,-3.072981938226056,2.030884
TUTHOG,7.58539,1319.52,4.9938981738,9.698844188,8.114677171,-2.998426365452555,1.3063269999999998
HOQMIL01,5.56977,902.872,1.6476519959,5.1380805308,4.4295815446,-3.798182441830303,1.739677
QOVWOP,3.85842,6.46082,0.6942488269,2.4544622582,1.9345431541,-4.073124275021862,2.8842350000000003
DIMDAG,6.94351,681.482,1.9854275695,4.1430348854,2.9509869961,-1.8179964382920943,2.665095
SUSRUV,7.5604,965.751,3.6167187504,7.037241015,5.4063706044,-3.0953682930057163,1.937085
UWUTIQ,6.1259,1457.36,1.8358313925,9.3044712487,8.2198354779,-3.753299583190137,2.533732
ELUJEC,4.38047,227.751,2.4649735888,3.6165355719,2.7713634947,-3.127291446120068,1.580508
EQUBIC,4.62524,496.233,2.6227238382,2.9712231717,2.5803067554,-2.1116233485595264,3.677651
NULMAJ,5.03229,1225.29,0.5301950488,7.4309796945,6.7867281541,-4.4358051700704895,1.424647
KAYBUJ,5.49315,1144.51,5.0292752664,7.5878780782,5.8902901357,-2.560640459704284,2.950855
QOQDAD,4.99584,401.962,1.5338237206,3.0661334856,2.7500935164,-3.596942996891152,0.4142389999999999
SARTIR,8.84902,1615.74,0.4588618577,12.6541740749,10.9314999255,-4.531276148861892,0.551234
UKAQIH,7.0082,1407.5,1.7662090427,8.4715259519,7.1057837847,-3.600587625931217,2.941157
USUBUG,5.38089,1479.23,0.6549206823,8.1084852274,6.958246635,-4.332055125400234,3.811159
ZOHBEF,4.05883,49.4548,4.8070400858,5.127117992,0.8493835398,-2.1319412842837067,2.859887
FUXWIG,4.73337,1193.48,7.1884015785,11.5935426801,11.2718276923,-2.5610954946558087,2.8419040000000004
EFEGOM,6.13983,1271.06,0.6789733373,6.5259536451,5.8447340458,-4.33421832313454,0.155608
TORJAN,5.41891,1006.02,3.1139072202,8.2703836618,5.6355544463000005,-3.4321305796231325,2.208728
UXABOL,5.3893,608.536,2.8044035121,3.9697957062,2.022719705,-2.469307356364799,2.357389
WODROY,5.0308,503.355,0.9352321175,2.6072324199,2.2742301141,-3.896319403592824,0.658023
YOVPEG,4.94412,191.331,0.835499567,1.7960861856,1.6308080122000002,-3.8386110323305775,0.5529780000000001
EZULAO,5.09593,787.742,3.2977396701,5.7919892433,4.1489584414,-2.536284645424108,2.677316
QUVDUH,3.94913,22.373,1.8360246959,2.6245159679,2.4916102882,-0.990617100832399,2.899074
DEKHUX,6.73498,1131.79,1.5086588943,7.7485153505,6.3457365666,-3.988066034531408,0.5020559999999998
SABXOL,4.43793,181.148,1.873358172,3.2680197994,1.658264053,-2.450838506949116,1.011213
EBEMEE,4.82351,279.336,0.4845496244,2.3558041807,1.8063517719,-4.3407828445954255,1.059864
QOTWON,4.80342,378.589,0.3227354195,2.4713841641,2.4875721477,-4.635000871434513,1.1649349999999998
SINZIA,4.91536,93.5,0.9019396056,1.1437425463,1.0339475843,-3.327795891519045,0.495789
XEKMIL,4.64233,544.757,2.5821969695,3.7782578736,2.4302085583,-1.6479526167495204,3.0144960000000003
HEBJAB,4.69189,508.859,2.8424743635,3.9973895818,2.6035095175,-2.5190607567264807,0.170871
LODKIA,6.01281,1741.96,0.9489844472,9.5055183739,8.105198401,-4.179845848995197,2.276759
OJIWIO,4.64307,519.776,1.5964780716,3.2855386935,3.1662878455,-3.6631941693221166,1.631337
LIQCUK,7.72615,1044.09,2.2240353619,7.0017611023,7.0323200907,-3.456770332273816,3.055555
EJONOH,4.44167,255.106,3.539011887,4.87287607,3.2036983959,-3.129101210845545,0.2751239999999999
EZABEN,5.22809,964.178,3.5070108226,4.7753052258,3.4384530645,-2.454046254011736,4.361146
ELUJAY,4.49095,272.771,2.8169063033,4.0773461948,2.9725575974,-1.62839468449032,1.692549
KUMBUR,4.48795,148.278,0.8119178033000001,1.3596139439,0.9790602868,-3.3482607930802093,2.9844220000000004
OQETEK,9.22928,1925.5,0.7388207051,12.9502527163,9.9232576848,-4.270785787814621,3.353419
COKPOJ,11.55541,1461.28,1.9050461714,11.61571029,8.0751708881,-3.915985272064298,0.1815649999999999
QUVDOB,3.95151,25.8721,1.4629239639,2.1002440383,2.0197123567,-2.0309257862556724,2.886039
FOKYEL,8.8968,1147.425,3.4738435388,8.0687060759,6.1006570804,-1.783512126352512,2.40449
DEYXIQ,4.50777,316.326,5.1521265485,6.2486657709,5.4216645845,-2.2483845250928414,0.299032
QOPZIF,6.77563,1507.4,3.2280212573,10.1148893992,7.7436013486,-2.5486526847110453,3.147874
MARLID,4.13872,32.7533,0.8984179472,3.9434465396,1.4174007003,-4.109469443252901,3.982018
ZEDROR,5.08255,407.791,1.9594082344,5.6125126862,5.5955085745,-3.5856467994041896,2.978307
BIBBUL,3.85878,8.10403,1.0455394178,1.917394703,1.5261884566,-3.938724743184127,3.230658
VAHVOR,6.39859,2038.75,3.9124415629,9.8122928272,7.8106739604,-2.7266768902401166,1.7675200000000002
NACVUI,4.77526,689.05,2.0649166628,5.9804094441,5.0373755492,-3.7138400475435,1.863656
SITTUM,6.67296,400.944,0.9764158152,2.6926745882,2.4380942915,-3.945291212061946,3.51176
ICIZAV,3.84281,3.02279,0.4685363903,2.3939287092,1.0233234664,-4.429063804777036,0.583256
ABEXOW,4.7727,600.042,3.1725033041,4.3128641907,2.3801337315,-1.6205965730278182,1.899581
IGUCIY,4.91096,392.757,0.5317222083,2.1197250056,2.1872679172,-4.300556004841656,3.68749
FAVGAN,5.57142,775.813,3.1968975682,4.1247468201,3.1391204689,-0.4584569487682951,2.960563
ILIQEB,4.39949,251.172,1.9178763968,3.3318913512,2.6233969495,-3.287463094919825,3.233038
TORKAO,5.01927,827.319,4.1923168365,8.133784545,5.3366701834,-2.9367417200495445,2.292752
HEDCIE,6.94357,1494.95,0.8013712327,7.8838099028,6.8856907145,-4.237982005993519,0.2073439999999999
OHAKIS,5.22451,795.193,2.0499018459,4.7684892297,4.2738075368,-3.5184011682437,3.195501
ZIYQAB,4.81934,440.447,2.4485541437,5.8210136663,3.1587034186,-3.2259438497858817,2.854508
ALULAV,8.53005,2934.75,0.5679834135,23.3135222003,16.8728511969,-4.469677333159612,1.7159760000000002
UBACUX,7.27569,1012.19,1.2819864281,6.5231033446,6.1039640935,-3.784650652073216,1.067508
DONXUB,5.08195,464.796,2.8549548676,3.8588426782,3.5010362243,-2.1553457874856248,0.48486
GIQYEL,5.04966,921.538,2.7898446908,5.9727131077,4.418730858,-0.6164610912083087,0.338938
HOHJAR,4.71677,290.824,1.0770740012,2.5624384436,1.9011813625,-3.774001048154639,0.2941479999999999
EQETAX,6.01885,1607.89,2.7813143583,12.0623430053,9.3104914101,-3.689189900443924,0.8915859999999999
BEPNUH,10.32563,1023.93,0.1174982266,6.1105326624,4.882666992,-5.110555984299348,3.01749
CODSOF,4.21568,89.7558,1.1050710018,1.8672949923,1.5683448926,-3.5180774761717077,2.822798
GIXNAE,7.22845,1793.87,0.4902132106,12.0069030513,10.2548943189,-4.4937399192195215,1.2927430000000002
QEKLID01,5.1388,696.019,2.5624844643,4.3724280478,3.8202020131,-1.2353382675707103,2.979525
GIRDUI,4.42025,238.211,2.4453450128,2.9522324965,2.7657799246,-3.186043585738713,0.3744050000000001
SUTJIC,5.35062,272.487,0.6782472607000001,2.1100288715,1.497244429,-4.181161378379276,1.175039
LEDHIN,5.14094,501.623,2.4167452747,2.9543473966,2.2734048193,-2.3438346936491063,3.114878
GUQWOG,7.33297,1732.15,0.8554450179,9.7848493984,8.5752186735,-4.228634499584803,1.4735360000000002
UHAXUW,5.09262,501.861,0.7854647180000001,2.7123364672,2.5980462297,-4.116311883521356,1.684289
YAZWOM,4.58853,287.108,0.2550413487,1.3028427711,2.2760687602,-4.685338704959895,0.867531
CETVAA,4.44677,185.445,1.4933684192,2.3071182943,1.7059837175,-3.0792663761090964,0.8211740000000001
WOHSIV,4.85776,184.519,0.3195714782,1.218442485,1.2387106431,-4.56262207584586,0.7437159999999999
FALDAA,6.5227900000000005,1011.07,2.7557324582,8.2138035149,6.0707787674,-3.428138667952845,3.131951
XALTOV,12.17047,1412.05,0.5965598505,9.8078104399,8.0171939916,-4.398288669912807,0.2487049999999999
AYOXUJ,6.31092,706.951,2.8032151751,5.6881406705,3.7301750563,-3.4131191394861333,0.2767309999999999
ESARAT,4.65638,570.071,3.4528984534,5.252678074,4.9048398364,-2.9288510228541926,1.9358
KOMHAW,4.30719,128.714,1.9504984219,4.0496588757,2.8033245919,-3.239462926207405,3.079331
NATKAX,10.69406,1756.51578,1.4283045318,17.8084781096,16.1512779789,-3.8580456720666,0.974171
ASEJOZ01,4.14952,291.563,4.9881450626,5.1383385169,1.7474372619,-0.4010476201752747,3.061215
RAZGOQ,5.22922,621.4394,0.7947699908,4.1703356859,2.9402595195,-4.084972878628591,0.90486
QULLEP,4.84677,290.096,0.8182560167,2.7725293545,1.8544692071,-4.030926718952629,0.483137
CAYDIR,5.11017,525.509,0.3657009757,2.3771764587,1.6987842046,-4.547601686534741,0.736616
UQULAU,7.2826,1173.97,1.9840922061,11.0061218844,8.8739023689,-3.819421134425646,0.2386419999999999
GOYXAV,3.94211,25.7435,1.3150948823,1.6840934502,1.6026852229,-3.3383623921858967,2.267534
ZEZQEC,6.82109,1374.01,2.6459149498,7.9564578488,5.6122206417000005,-3.649101028036242,2.715545
CELZEA,5.3255,925.86,4.5870896659,6.1890881842,4.0415703539,-2.839627522511478,1.961341
RIXBIK,6.35159,842.494,1.1433495931,5.3805445565,4.5758152886,-4.011610067393272,0.546257
NOCLOH01,5.48382,924.158,4.3530288984,6.9872588716,4.2377043702,-2.040319567509853,3.2867230000000003
QOZPOM,4.94177,803.1020000000001,1.0426381792,6.7111093788,6.1330360359,-4.108541157301083,2.840514
CIKCOQ,4.68478,310.422,3.0982725354,4.3691015884,2.8198180308,-0.0638126036221806,2.941736
