CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV),DOI,Journal
FAFDEX,4.84612,507.616,1.3438626895,3.8834004477,3.7931777854,-3.8488846099016247,1.5073219999999998,10.1039/b925546j,Journal(CrystEngComm)
XUMNEA,5.24244,366.247,1.6477147336,3.4071166581,3.2402432109,-3.38912274393789,1.891106,10.1021/cg501508e,Journal(Crystal Growth and Design)
SOWYOS,5.46116,1159.46,1.931923624,7.6042298714,5.9281224966,-3.782687175198638,3.209511,10.1021/ic00046a028,Journal(Inorganic Chemistry)
SINZIA,4.91536,93.5,0.9019396056,1.1437425463,1.0339475843,-3.327795891519045,0.495789,,Journal(Jiegou Huaxue)
OSAVUA,5.76863,1480.27,9.1584898095,14.5090230866,8.6984672152,-2.5245496462779164,2.29936,10.1021/cg101114h,Journal(Crystal Growth and Design)
EBOCOQ,5.90692,1124.95,1.1567018093,7.4826389934,6.8299037012,-4.048189095984299,1.47783,10.1039/C6CE02122K,Journal(CrystEngComm)
FUMHEC,4.19047,74.7921,0.3696449277,2.7103802053,2.6760100361,-4.530267796573611,0.4124689999999998,10.1080/15533174.2013.865228,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
KUDLUR,7.15013,684.97,0.391245569,2.8118262084000003,2.8824503778,-4.483105176421813,0.935057,10.1016/j.ica.2009.02.040,Journal(Inorganica Chimica Acta)
PIJJOI,6.12931,642.774,1.7692640722,5.0199183454,4.7623587416,-3.662628604871755,2.972845,10.1021/cg070320v,Journal(Crystal Growth and Design)
MICDEJ,5.47717,984.015,3.6317846246,6.564428049,5.1547595857,-2.137247451321508,1.140027,10.1021/cg400015v,Journal(Crystal Growth and Design)
FOBCEG,5.2298,534.908,1.0314425552,6.1100438537,4.6361180237,-4.037831518686285,0.709291,10.1039/C4CE00691G,Journal(CrystEngComm)
NAWWUG,5.71546,1036.6383,1.9880843095,8.3017136057,7.0240455943,-3.5433273356848067,0.935024,10.1021/acs.cgd.7b00321,Journal(Crystal Growth and Design)
ZETQAS,4.38482,29.9095,0.0434150089,0.6003115953,0.9855227538,-5.5067762384270935,3.62826,10.1016/j.ica.2013.02.016,Journal(Inorganica Chimica Acta)
MEJQID,4.95338,643.444,2.1856333306,5.931939807,4.9483154197,-3.5735391652667614,2.232467,10.1039/c2jm34506d,Journal(Journal of Materials Chemistry)
ZOMNEW,6.0596,1104.92,4.9691638705,8.0742672438,6.781435744,-2.892688254509326,2.804367,10.1039/C4CC03478C,Journal(Chemical Communications)
KOMHAW,4.30719,128.714,1.9504984219,4.0496588757,2.8033245919,-3.239462926207405,3.079331,10.1021/cg800289c,Journal(Crystal Growth and Design)
UBIPAY,4.38835,739.461,4.4199425922,6.228397991,5.931927702,-2.471448363270117,1.404748,10.1002/chem.201101321,Journal(Chemistry-A European Journal)
QOVSOL,6.4221,975.203,1.6803103107,6.4791956136,5.147311122,-3.7830691462589785,2.56109,10.1039/C4CE02551B,Journal(CrystEngComm)
ANAWIX,5.45667,1232.48,4.4373375703,6.2812149377,3.8105496498,-2.1502655759077065,3.334104,10.1021/acs.cgd.6b00488,Journal(Crystal Growth and Design)
OPOYUO,4.84132,496.392,1.1274035734,4.6652536896,3.11392016,-3.9269748748377378,1.510837,10.1039/c0ce00662a,Journal(CrystEngComm)
UKAQAZ,7.03658,1409.12,2.3844818003,8.7163295145,7.1460334333,-2.5293837310141054,2.941871,10.1021/ic902182x,Journal(Inorganic Chemistry)
ESEHIV,5.10587,588.268,1.9440409275,5.1789168648,3.8831253014,-3.641130901621767,0.530288,10.1007/s10870-016-0652-0,Journal(Journal of Chemical Crystallography)
APAZOI,6.38612,1550.22,5.112534218,10.2140081534,7.4528426456,-2.740886547310956,3.269393,10.1039/C6CE00960C,Journal(CrystEngComm)
FAVGIV,4.89361,549.859,1.4244715112000002,2.766955314,2.2938288185,-2.658415130693593,2.879302,10.1021/acs.cgd.6b01763,Journal(Crystal Growth and Design)
VUQJUN,11.32335,1535.34,3.2639762529,14.9776324335,11.3104283159,-2.705688119097988,0.5059480000000001,10.1039/b916168f,Journal(CrystEngComm)
LIKFOB,4.37966,279.464,4.1786728158,5.9766549718,3.5045416643,-2.045035232435675,3.14571,10.1524/ncrs.2007.0042,Journal(Zeitschrift fur Kristallographie - New Crystal Structures)
QUVDUH,3.94913,22.373,1.8360246959,2.6245159679,2.4916102882,-0.990617100832399,2.899074,10.1021/cg901012w,Journal(Crystal Growth and Design)
EMEJAJ,8.33992,1682.66495,0.3881422125,17.0084498341,14.6409426872,-4.602678867414619,0.921062,10.1126/science.aaf.2458,Journal(Science)
FIQYOU,4.72303,426.355,0.2837470654,2.4692491014,2.2067523615,-4.682640876249058,0.1482709999999999,10.1002/ejic.200400395,Journal(European Journal of Inorganic Chemistry)
XILVIZ,7.75339,1850.86,1.869969012,12.7791121754,10.8170958525,-3.646803382807665,0.070726,10.1002/chem.201302025,Journal(Chemistry-A European Journal)
SABZON,4.43149,183.339,1.8275137897,3.3750811755,1.7148208672,-2.6672001151113145,1.01125,10.1039/B712280B,Journal(CrystEngComm)
AMUFOF,5.11388,597.601,2.1394858906,5.2154268517,4.0568096464,-3.5613658974099414,0.2043899999999999,10.1021/acs.inorgchem.5b02340,Journal(Inorganic Chemistry)
MEKDUC,4.94918,478.339,1.4713167562,3.1439983214,2.3055377378,-3.673494141960031,2.024724,10.1021/ic060129v,Journal(Inorganic Chemistry)
CELZEA,5.3255,925.86,4.5870896659,6.1890881842,4.0415703539,-2.839627522511478,1.961341,10.1039/C3CE40484F,Journal(CrystEngComm)
GADMAA01,8.25017,904.903,0.1768776326,4.5495642714,2.4990562806,-4.954016300936453,4.427572,10.1002/chem.201503796,Journal(Chemistry-A European Journal)
FIVNAZ,4.57167,579.653,4.1698923648,6.6893715907,2.4611707048,-1.0717998291938178,3.676919,,Journal(Doklady Akademii Nauk SSSR)
OVICUS,5.87924,674.232,1.1701526267,3.2709070572,2.4056062731,-3.8727234624057054,2.810196,10.1021/cg101433t,Journal(Crystal Growth and Design)
DAWCAH,5.49841,774.871,1.4157230457,4.2177124579,3.5706668776,-3.805582795541398,0.54496,10.1021/cg201447c,Journal(Crystal Growth and Design)
WODROY,5.0308,503.355,0.9352321175,2.6072324199,2.2742301141,-3.896319403592824,0.658023,10.1016/j.jssc.2014.01.026,Journal(Journal of Solid State Chemistry)
XEJWUG,4.34072,230.517,1.5119369733,2.509070756,2.8052522117,-3.402183097073192,0.2921819999999999,10.1016/j.ica.2012.08.012,Journal(Inorganica Chimica Acta)
YARDIG,4.62568,676.834,2.5107553247,8.2323009297,6.5150569072,-3.5849815545591586,1.180268,10.1021/cg201025u,Journal(Crystal Growth and Design)
DUBJUH,7.25048,1084.94,1.0078030925,7.4313862039,6.8397906668,-4.145147030941324,0.230461,10.1016/j.ica.2015.02.010,Journal(Inorganica Chimica Acta)
PEGBUA,4.24178,192.514,0.7508950208,2.5965417805,2.3221158171000003,-4.145955220862308,4.609052,10.1021/ja3073512,Journal(Journal of the American Chemical Society)
HAWWOT,7.05521,2227.96,4.9866172869,13.276251239,8.3236572808,-2.6580434487726143,2.395622,10.1021/ic201986m,Journal(Inorganic Chemistry)
QOTWON,4.80342,378.589,0.3227354195,2.4713841641,2.4875721477,-4.635000871434513,1.1649349999999998,10.1002/ejic.201403093,Journal(European Journal of Inorganic Chemistry)
FAZPED,7.63868,662.609,1.5856627267,3.3744974168,2.4849146405,-3.547169750814941,0.132766,10.1039/c2dt30262d,Journal(Dalton Transactions)
BADHUM,4.02685,24.5973,0.3872999174,3.8362456838,2.8838751727,-4.591014231788305,3.0086,10.1002/anie.201506250,"Journal(Angewandte Chemie, International Edition)"
LUMLIQ,4.75675,408.663,1.9831872351,2.788615129,2.6401593899,-2.756515477993542,3.0551630000000003,10.1016/j.ica.2015.05.003,Journal(Inorganica Chimica Acta)
QOMSES,5.8822,1805.65,0.6993229360000001,10.1127623514,8.050786448,-4.336198284767585,0.474022,10.1021/ic5008457,Journal(Inorganic Chemistry)
AYUWUM,4.54144,256.216,1.2014612336,4.5669497505,2.7356601523,-3.322350167378271,2.954996,10.1135/cccc20041080,Journal(Collection of Czechoslovak Chemical Communications [1919-2012])
MUTVUT,4.81469,181.417,0.7673567501,1.8800183584,1.6775351108,-4.00885502972747,3.438597,10.1016/j.inoche.2009.12.010,Journal(Inorganic Chemistry Communications)
QITYOI,5.05446,920.902,3.3426586085,5.8227573691,3.8562304415,-2.3890142381329773,3.913942,10.1021/cg700741v,Journal(Crystal Growth and Design)
MADWAQ,5.18677,479.606,0.8242702409,2.3514334706,2.3310348585,-4.093964649330959,2.074996,10.1016/j.ica.2004.03.057,Journal(Inorganica Chimica Acta)
DAWDAI,5.05189,401.956,1.1007528663,3.5246112962,2.8010082789,-3.839819693529035,2.544795,10.1021/cg201552g,Journal(Crystal Growth and Design)
OJAKOA,4.13561,74.2729,1.8200180874,2.7080838334,1.6767005325,-2.199826817430969,2.253172,10.1016/j.molstruc.2009.09.031,Journal(Journal of Molecular Structure)
CUCTAX,4.38086,196.652,1.4093156452,2.5428271591,2.6079344194000003,-3.404923946328093,2.031968,10.1002/zaac.201400217,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
SUSRUV,7.5604,965.751,3.6167187504,7.037241015,5.4063706044,-3.0953682930057163,1.937085,10.3390/molecules20058941,Journal(Molecules)
PARMIG,4.62483,469.826,3.1680771144,4.6391327974,5.2202045703,-2.618264168528908,1.720259,10.1007/s11426-011-4321-z,Journal(Science China Chemistry)
MIDRAT,4.2048,132.352,1.4753873974,3.8686905412,4.1110443339,-3.819398210764992,2.831941,10.1021/cg0700317,Journal(Crystal Growth and Design)
UVUQAE,5.89761,1169.86,2.540448582,6.7111516318,5.8168379122000005,-2.9449926594732614,0.876196,10.1002/ejic.201100227,Journal(European Journal of Inorganic Chemistry)
VOBQEK,4.27979,333.507,5.8566876829000005,7.3489085422,6.4089843117,-1.7953971332874383,1.163417,10.1016/j.inoche.2013.09.069,Journal(Inorganic Chemistry Communications)
OJOZOE,4.69826,272.355,2.2071998251,2.5876609009,1.3454271735,-2.643991361872178,3.745215,,Journal(CSD Communication)
WIDZOA,4.22629,102.706,0.779692785,2.7562757073,2.0981417514,-4.113183394252411,1.979858,10.1021/cg3014464,Journal(Crystal Growth and Design)
GITZAM,3.82434,2.57081,0.1715100934,1.0577337638,0.704320339,-4.868817773851075,2.6832130000000003,10.1039/C3CE42339E,Journal(CrystEngComm)
IPIHIA,4.19682,284.737,2.6459483873,5.0320203802,3.9506113534,-2.0791668277101687,2.932672,10.1039/C6RA10664A,Journal(RSC Advances)
QAWRIQ,4.49398,325.385,2.4508766012,3.1013379064,2.355376977,-1.6421737401939869,1.542726,10.1016/j.inoche.2005.08.013,Journal(Inorganic Chemistry Communications)
DEYXIQ,4.50777,316.326,5.1521265485,6.2486657709,5.4216645845,-2.2483845250928414,0.299032,10.1039/c3dt50381j,Journal(Dalton Transactions)
DEKHEH,5.43686,1078.38,1.3129105318,6.8668768127,5.2809574,-4.023437740947842,0.5622259999999999,10.1002/ejic.200501155,Journal(European Journal of Inorganic Chemistry)
TOHYUM,6.18172,1177.78,3.8890343553,8.1100632097,5.9976574999,-2.696864445527542,3.2328710000000003,10.1016/j.inoche.2014.04.029,Journal(Inorganic Chemistry Communications)
IQOZUJ,5.11734,490.539,1.0048799425,3.5227528171,3.1553805812,-3.983597681089141,0.7961999999999999,,Journal(CSD Communication)
ECEDEY,6.39219,1241.46,4.9504770571000005,8.330971357,6.5805070482,-2.3364272150952115,2.714155,,Journal(CSD Communication)
GASSUR,7.13166,1478.49,0.8694026536,9.3001751928,8.3500429347,-4.276084826505183,2.977317,10.1021/acs.cgd.7b00042,Journal(Crystal Growth and Design)
DIMDAG,6.94351,681.482,1.9854275695,4.1430348854,2.9509869961,-1.8179964382920943,2.665095,10.1016/j.jssc.2013.03.030,Journal(Journal of Solid State Chemistry)
UDEPIE,6.47552,1061.36,0.4715932215,4.0665067274,2.7972047549,-4.481683511583529,0.226099,10.1039/C3DT51203G,Journal(Dalton Transactions)
ZASJAG,8.3258,1126.42,0.2944875287,6.3453312526,5.9104259928000005,-4.713685024615345,2.406427,10.1021/ic101412p,Journal(Inorganic Chemistry)
VONBUW,4.78685,175.48,0.9965180316,2.0466648064,1.5490304057,-3.7626774866784567,2.677306,10.1039/b809336a,Journal(Dalton Transactions)
GIQXUA,4.89316,847.19,2.7908694971,5.8995963794,4.4853689934,-1.555652240968672,0.3350759999999999,10.1021/ic0621695,Journal(Inorganic Chemistry)
QUPDEL01,4.31787,401.762,3.2908036614,3.7188601315,3.0534441601,-1.3537315829763037,3.070796,10.1039/C5NJ01229E,Journal(New Journal of Chemistry)
GISWEM,4.22229,72.8537,1.0385269351,2.286679856,2.7748843566,-3.737423149203814,1.638271,10.1039/C3CE42203H,Journal(CrystEngComm)
VASKOR,4.41725,853.333,0.9576226415,5.3705988661,4.2970550358,-4.138659780702309,1.978741,10.1016/j.micromeso.2010.12.016,Journal(Microporous and Mesoporous Materials)
HIFWAV,6.82644,1125.16,0.6629120042000001,5.8162605236000005,5.3027092895,-4.202331597170359,4.4969920000000005,10.1002/chem.200700181,Journal(Chemistry-A European Journal)
DUMFEY,5.56832,598.7447000000001,2.7144090512,11.2841530532,7.5992673611,-3.594670718197124,0.897545,10.1039/C5CC04487A,Journal(Chemical Communications)
ZAZBUZ,6.78822,1237.25,1.4466714245,7.9376440704,5.7286950705,-3.9900097582343625,0.7168059999999999,,Journal(Jiegou Huaxue)
SAKRED,5.5169,2016.02,0.9004824814,10.50881564,8.2571946681,-4.222673968826457,2.87475,10.1039/c1cc16209h,Journal(Chemical Communications)
IROROY,4.85913,330.393,2.6581178871,3.527327098,2.7019206321,-0.8503529639602697,2.114529,10.1021/acs.cgd.6b00610,Journal(Crystal Growth and Design)
OJAKUG,3.99498,39.4475,1.720890726,2.5551489802000003,1.6347146835,-2.861839457836411,2.194926,10.1016/j.molstruc.2009.09.031,Journal(Journal of Molecular Structure)
DAFTEM,3.79844,12.9599,0.4834140589,3.5207100944,2.7992994534,-4.44504832349098,3.080557,10.1002/anie.201607076,"Journal(Angewandte Chemie, International Edition)"
DUBKAO,7.17371,1086.46,1.0294653832,7.20092254,6.6850354126,-4.139745865289262,1.01626,10.1016/j.ica.2015.02.010,Journal(Inorganica Chimica Acta)
HIBGIJ,4.81263,465.282,0.27870448,2.6300934999,2.2486336282,-4.684428465385548,1.54746,10.1002/asia.200600390,Journal(Chemistry-An Asian Journal)
XEXMEU,9.62722,1281.25,0.3285784036,8.5151159204,6.8786488251,-4.659730431255545,1.897464,10.1021/ic302334x,Journal(Inorganic Chemistry)
FIHFAF,6.24558,1157.0,2.2334087465,7.0948197823,5.0899313734,-3.355954521497577,0.290136,10.1039/C3DT51258D,Journal(Dalton Transactions)
VIYMAT,5.60515,1307.17,4.7992373312000005,6.6196640456,4.6438988135,-2.5540005973869784,2.627886,10.1016/j.inoche.2013.09.044,Journal(Inorganic Chemistry Communications)
KOCWIJ,4.05468,89.4904,6.6885091921,8.6207111356,5.3372283569,-2.4601313470406896,1.956534,10.1016/j.inoche.2007.12.038,Journal(Inorganic Chemistry Communications)
OKAZAD,4.45701,279.76,2.2120623872,3.7834187857,3.5711370512,-3.2549119298328257,2.654658,10.1021/acs.chemmater.5b03792,Journal(Chemistry of Materials)
PAPROO,7.19025,702.745,0.3494930545,2.7582441877,2.8930993652,-4.546493608344037,0.935137,,Journal(CSD Communication)
WOQTUT,7.74164,935.486,0.0568232908,3.9190947644,3.9143840544,-5.425808941302676,0.217239,10.1016/j.micromeso.2011.12.035,Journal(Microporous and Mesoporous Materials)
OCACUR,5.50745,1388.67,5.5556531357,9.383432292,6.4326819478,-2.457214395564004,0.4473989999999999,10.1107/S1600536804021944,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
AJOVEB,5.15455,515.541,1.5109908489,2.8228399138,2.4138894688,-2.960720751191896,2.9431700000000003,10.1002/chem.201002088,Journal(Chemistry-A European Journal)
LAGNEO,5.27906,1584.48,7.1643527776,10.0992466307,7.6848422037,-0.3619632439868878,2.454337,10.1002/anie.201003900,"Journal(Angewandte Chemie, International Edition)"
BASSOF,4.00711,25.3509,0.6868140435,1.1012994744,0.7122414958000001,-3.199876358844703,3.051825,10.1039/c0dt00579g,Journal(Dalton Transactions)
IKEBUV01,4.90885,1269.79,2.8811947893000003,8.4401818971,6.0040418671,-3.7452151434915257,0.8528830000000001,10.1016/j.molstruc.2005.01.055,Journal(Journal of Molecular Structure)
XINWUO,6.28616,1769.32,5.5478316976,10.996160741,6.5450460433,-2.6282175261322034,3.942344,10.1016/j.inoche.2013.01.023,Journal(Inorganic Chemistry Communications)
MIMDAP,4.29213,107.228,0.9199925795,2.1347210366,1.2180135582,-3.1368044722690764,1.2521099999999998,,Journal(Wuji Huaxue Xuebao)
AJUNOK,4.97833,393.951,0.9604777203,3.0003372694,2.4111420249,-3.942596377489223,1.0664669999999998,10.1021/acs.cgd.5b00681,Journal(Crystal Growth and Design)
GELVEZ01,3.8103,4.19913,0.0705841514,3.4558772983,3.293197724,-5.298588320009046,1.554851,10.1039/c0dt01687j,Journal(Dalton Transactions)
PUWVAG,4.80954,519.71,3.5960312571,4.2100262057,3.9812499377,-1.8509811401817908,2.592699,10.1016/j.micromeso.2015.08.009,Journal(Microporous and Mesoporous Materials)
FATLUJ,5.42171,901.188,0.5313595931,4.1416804706,3.9085233228,-4.376750709602099,0.4164509999999999,10.1021/cg201594p,Journal(Crystal Growth and Design)
LAGRES,4.0512,132.15,2.4474711524,3.6418643532,2.4584816294,-1.8548968668536183,2.717003,10.1002/anie.201003900,"Journal(Angewandte Chemie, International Edition)"
LITCUO,5.34738,700.26,1.444378758,6.2862406324,4.8253332227,-3.879123484134627,0.577993,10.1039/C3CE42152J,Journal(CrystEngComm)
COKNAT,11.6018,1518.51,1.6749410991,10.8728709256,8.0036754433,-3.938604073355351,2.122917,10.1039/C4SC02064B,Journal(Chemical Science)
DAWWIJ,4.1516,143.78,4.5431259874,6.2923762709,3.0542365504,-2.454523405655141,0.955347,10.1021/cg201287t,Journal(Crystal Growth and Design)
BEPVAV,4.46396,301.232,0.9319350968,2.5001745072,1.922238634,-3.627601725164023,2.163171,10.1039/c3sc00016h,Journal(Chemical Science)
BUSQUC,4.51085,164.395,0.8371262559,1.3952421387,1.3784405288,-3.848703713269496,0.615829,10.1021/cm9025683,Journal(Chemistry of Materials)
KOSLUB,10.96072,1506.47,1.7944355597,10.8679826377,7.2522843753,-3.849378626774488,0.4503939999999999,10.1021/ja506230r,Journal(Journal of the American Chemical Society)
QIVBUT,4.17898,37.7421,0.1342499694,4.2562680826,4.9395188554,-5.042431978383591,1.472212,10.1021/cg070468e,Journal(Crystal Growth and Design)
JOSNAG01,4.34391,142.108,2.8190791059,4.6332564666,3.4123114507,-1.2879019332260957,4.562824,10.1524/ncrs.2001.216.14.373,Journal(Zeitschrift fur Kristallographie - New Crystal Structures)
ETESIG,5.84738,857.336,2.146197533,4.55481474,3.4422862713,-2.915949482889186,2.056518,10.1039/c1ce05287j,Journal(CrystEngComm)
EVOMOR01,4.57986,446.011,2.1863683514,4.1554900526,3.7200204392,-3.300654059399571,0.4704070000000002,10.1021/ic0301268,Journal(Inorganic Chemistry)
OGAXUR,6.21326,862.099,2.4205002559,5.6273564089,4.5740376917,-3.444742268039733,0.380156,10.1002/ejic.201300714,Journal(European Journal of Inorganic Chemistry)
TORKAO,5.01927,827.319,4.1923168365,8.133784545,5.3366701834,-2.9367417200495445,2.292752,10.1039/C4DT02396J,Journal(Dalton Transactions)
XALTOV,12.17047,1412.05,0.5965598505,9.8078104399,8.0171939916,-4.398288669912807,0.2487049999999999,10.1039/c2cc16235k,Journal(Chemical Communications)
IYOTAT,6.1272400000000005,2054.25,4.5275797386,12.9804333784,10.3556966978,-2.1129112627850284,1.21131,,Journal(CSD Communication)
BAHGUN01,4.22559,97.7908,1.3407793604,3.1983331656,3.2369678923,-3.7026356761130494,0.914692,10.1039/b200213b,Journal(Chemical Communications)
TOBKEC,10.11718,1541.29,2.7077505691,11.0221560906,8.2215219974,-2.4498218077958223,2.444834,10.1039/C3CE42553C,Journal(CrystEngComm)
SARHEA,11.57288,1483.51,2.9098186919,11.7751087175,8.2350460472,-3.70418448868283,0.1103319999999999,10.1126/science.1217544,Journal(Science)
JUFREJ,6.336,456.09,1.610339438,2.0477764199,0.8813183492000001,-2.957377241410117,2.367533,10.1039/C4DT03797A,Journal(Dalton Transactions)
QERWAL,6.23685,1199.9,1.2706289071,8.4095223156,7.0316172768,-4.012468244213358,1.061795,10.1039/b009455m,Journal(Chemical Communications)
KIYMIQ,7.09051,1021.84,2.7587437946,7.3477682591,6.0150141145,-3.3039425646664813,2.724056,10.1039/C3CE42208A,Journal(CrystEngComm)
QULLEP,4.84677,290.096,0.8182560167,2.7725293545,1.8544692071,-4.030926718952629,0.483137,10.1039/b904387j,Journal(CrystEngComm)
KALGEL,6.46285,1330.83,1.5830910826,10.4906792114,9.0703583825,-3.926721664364165,1.311816,10.1021/ja203053y,Journal(Journal of the American Chemical Society)
MOQSIV,3.87036,1.58931,0.0748710225,0.7559171495,0.7560230991,-5.270337191660019,2.882295,10.1002/zaac.200800354,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
HUCXEK,6.73085,1135.14,2.3860450487,6.8658551601,5.7897509404,-3.085234920010167,1.316141,10.1021/ic501395p,Journal(Inorganic Chemistry)
